seed,candidate_index,candidate_id,compensation_0,compensation_1,compensation_2,compensation_3,compensation_4,compensation_5,compensation_6,compensation_7
1701,0,772678da0f939586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,1,b7c28f3b0d11647e,-0.048972789925042975,0.09512904611239037,-0.17813253027359774,0.02863763979310557,-0.1100747868012076,0.03534125421966415,0.05579264458781619,0.2663645352495107
1701,2,54dee69ce8c902bb,0.12970248623925412,-0.155383566234046,0.005980054080075825,0.007674847336364427,0.03775347235910603,0.08727751315825918,-0.11807024325010097,-0.1341902648885383
1701,3,ccc75bdea94860f3,0.14928872972950466,-0.06236373689491217,0.020530937528876934,-0.038006353795237646,-0.17163018093488594,0.173177678872176,-0.26085024235103155,-0.2688278187458523
1701,4,a630e9587b374af6,-0.01752449851855805,-0.13704351583225613,0.04763720506561174,0.0066747165282160376,0.12550870664779476,0.019280879351780838,0.0436611935446501,0.008446275994906905
1701,5,e6bf2d8cd99f429c,0.05433939308862396,-0.14603537574609352,0.11021674779238268,-0.06809494986846926,-0.10708866884620766,-0.10127223682995463,-0.15156222898880922,0.22621097746266694
1701,6,2b6f51c32e7ac051,-0.1612591406272833,0.06549766299700983,-0.1524883870201632,0.10579599308735506,0.04982695194871889,0.06917862026230308,-0.23199600030610368,0.04274818381128307
1701,7,a09062a17288757b,0.024097724242896964,-0.06014781450027509,0.037486786439448735,-0.13873185455290474,0.09692305737723599,0.0729134959211784,-0.2791342815475593,0.13569712087548305
1701,8,6076c659666c6d17,-0.08902594844765457,0.13190801635198565,-0.10277185678687054,-0.15682033047060742,-0.17194305761367706,-0.12242997464637315,-0.22580175556326273,-0.18972385296381894
1701,9,12e71affefa993a9,-0.1793351592367775,-0.07742829528344031,0.122447350246169,-0.0015162312081219475,0.07855875222347325,0.040147435079677746,-0.27681216793022084,-0.11308781849604392
1701,10,0f0a0a5887a05af7,-0.03442504771598591,0.06755909796991733,-0.03078408968830941,-0.11187527933147741,0.08220257368995414,-0.05095420914917933,-0.14353897530705947,0.2652589916924092
