seed,context_only,available_to_policy,split,candidate_index,candidate_id,query_number,robust_score,usable_success_q10,usable_success_q25,usable_success_mean,conditional_truth_fidelity_q10,conditional_truth_fidelity_mean,herald_probability_mean,false_herald_probability_mean,leakage_probability_mean,logical_error_probability_mean,draws
1701,True,False,heldout,0,772678da0f939586,,0.05202232499692778,0.05140069280861548,0.05202232499692778,0.055535426135758674,0.7032103117535278,0.7576607136167859,0.07340859201051758,0.017873165874758908,0.017844248607709945,2.8917267048963503e-05,16
1701,True,False,heldout,1,b7c28f3b0d11647e,,0.044494540315822076,0.04395844422476077,0.044494540315822076,0.04749952869515627,0.6205862042045389,0.6708512300800882,0.07104535143333843,0.023545822738182162,0.021954678409085913,0.0015911443290962494,16
1701,True,False,heldout,2,54dee69ce8c902bb,,0.05293782055987229,0.052285859946140045,0.05293782055987229,0.056513866609773186,0.6839446946199403,0.7367514228508372,0.07659675658241129,0.02008288997263811,0.019512319348239403,0.0005705706243987033,16
1701,True,False,heldout,3,ccc75bdea94860f3,,0.042317231675199296,0.04181266488734812,0.042317231675199296,0.04517764056709067,0.62470562411153,0.6808375359162577,0.06538572674793391,0.020208086180843236,0.01901427656480348,0.0011938096160397605,16
1701,True,False,heldout,4,a630e9587b374af6,,0.057250697054437916,0.05657548492227236,0.057250697054437916,0.06111629448056931,0.7061955980485763,0.7575079723794885,0.08094781650328278,0.01983152202271346,0.019631671297492347,0.00019985072522111646,16
1701,True,False,heldout,5,e6bf2d8cd99f429c,,0.045697027919423934,0.045148549541493374,0.045697027919423934,0.04878631874837412,0.6389431230145965,0.6948832266122688,0.06946639565588686,0.02068007690751273,0.020282735869704454,0.0003973410378082789,16
1701,True,False,heldout,6,2b6f51c32e7ac051,,0.05300293142673926,0.052394753508019296,0.05300293142673926,0.05658057081251766,0.6774579198045847,0.7284060523502185,0.07762048207990979,0.021039911267392127,0.020502527126030366,0.0005373841413617588,16
1701,True,False,heldout,7,a09062a17288757b,,0.055989401081730436,0.0553310931885386,0.055989401081730436,0.05976973978265959,0.7104292128545137,0.7625530416413003,0.07863538281538268,0.01886564303272309,0.01870330862805466,0.00016233440466842928,16
1701,True,False,heldout,8,6076c659666c6d17,,0.04057661017081309,0.04007734987313999,0.04057661017081309,0.04331817520747075,0.5985811056074429,0.646773218091997,0.06779375044068835,0.024475575233217597,0.02302486443951026,0.0014507107937073343,16
1701,True,False,heldout,9,12e71affefa993a9,,0.05488061318502757,0.05423130147447344,0.05488061318502757,0.05858625415967152,0.705282673892186,0.7574002614926745,0.07754567860436061,0.018959424444689083,0.018324825880504925,0.000634598564184159,16
1701,True,False,heldout,10,0f0a0a5887a05af7,,0.05536160989702476,0.05472396070061228,0.05536160989702476,0.05909857517803674,0.711811881789336,0.7639153682282145,0.07769814472450491,0.018599569546468176,0.018490781108144824,0.00010878843832335305,16
1701,True,False,heldout,11,1173dbdc84e7663f,,0.046578429992429456,0.046005738781509875,0.046578429992429456,0.04972480397704,0.6650820679017693,0.7190634189746683,0.0691553593672756,0.019430555390235596,0.01898567459241548,0.0004448807978201184,16
1701,True,False,heldout,12,e7c3852544e028da,,0.058991576694606765,0.05831820450879178,0.058991576694606765,0.0629734353787588,0.712079015719346,0.7619632219023827,0.08295916858496219,0.019985733206203393,0.01927418436483778,0.0007115488413656138,16
1701,True,False,heldout,13,c0e421ea07c3c3ed,,0.04566876364400087,0.045103174913194224,0.04566876364400087,0.04875427675389511,0.6571896542809339,0.7117542772903026,0.06838058552098746,0.019626308767092343,0.018900297899138083,0.0007260108679542588,16
1701,True,False,heldout,14,1018c73e396bd3c0,,0.049512832939003826,0.04890773210450741,0.049512832939003826,0.052857482362096725,0.6810962409057302,0.7348632894012708,0.07192123626530271,0.019063753903205992,0.018448963380178776,0.0006147905230272139,16
1701,True,False,heldout,15,857a1d7850235229,,0.055863795890703075,0.05523001942078863,0.055863795890703075,0.059634079872100135,0.7196282090108994,0.7714586418537784,0.07757585130534947,0.01794177143324932,0.017513344465221875,0.0004284269680274466,16
1701,True,False,heldout,16,f639e01e04b8931b,,0.051842315668544275,0.05121212017665952,0.051842315668544275,0.05534398549304627,0.6927967048862728,0.7465223386188213,0.07412936196156705,0.01878537646852079,0.01846317551192154,0.00032220095659925003,16
1701,True,False,heldout,17,7a41ea71af5ff274,,0.05733239519965175,0.05666687022929726,0.05733239519965175,0.06120286386001469,0.6814320151526703,0.7303597300175109,0.08406768096595227,0.022864817105937567,0.022600841344759356,0.00026397576117821156,16
1701,True,False,heldout,18,52e38465fdd87aaa,,0.044139022511772125,0.043612752979182295,0.044139022511772125,0.04712000352204987,0.6389664491864078,0.689878915319526,0.06885060361124762,0.021730600089197763,0.020425634222236835,0.0013049658669609249,16
1701,True,False,heldout,19,a45f156669481362,,0.05332212814883005,0.05272272609193254,0.05332212814883005,0.056920707224892134,0.692642955053778,0.7429780015465296,0.07691461172995799,0.019993904505065864,0.019326984708038283,0.00066691979702758,16
1701,True,False,heldout,20,effb754cd97e6fd0,,0.04408154853322825,0.04354471825126699,0.04408154853322825,0.0470591745091583,0.646504402007166,0.6988731252454045,0.06768506034895554,0.02062588583979724,0.019966337190028778,0.0006595486497684641,16
1701,True,False,heldout,21,169a6aafffb35df0,,0.0562625717180459,0.05563221719496737,0.0562625717180459,0.060059092758383614,0.67831393917535,0.7273499475054517,0.08213147504588147,0.022072382287497857,0.02177329915615092,0.00029908313134693843,16
1701,True,False,heldout,22,aa2b4faf04116cad,,0.05646708914841864,0.05579823333247354,0.05646708914841864,0.060279875307436406,0.6851657901270092,0.7350603148224659,0.08236356794745076,0.022083692640014356,0.021886428583161654,0.0001972640568527012,16
1701,True,False,heldout,23,1c96a5c7d8941ab1,,0.040867687850922714,0.04040626663677398,0.040867687850922714,0.043632480131935825,0.58746202986089,0.6428623313635682,0.06630188961000211,0.02266940947806629,0.019904506328687024,0.0027649031493792654,16
1701,True,False,heldout,24,a8e760465fe39118,,0.052877066055333,0.052261117479880714,0.052877066055333,0.0564467935469121,0.7031024407343796,0.7562100449077929,0.07487764566003144,0.01843085211311935,0.01833516117209503,9.569094102432557e-05,16
1701,True,False,heldout,25,1c4560d62456b863,,0.050726828787041864,0.0501084810738196,0.050726828787041864,0.054153159613502505,0.6857122648713544,0.7392519025236084,0.07327910434992571,0.01912594473642322,0.01865111401261071,0.0004748307238125086,16
1701,True,False,heldout,26,7b1f519ea94d921a,,0.04584752280635951,0.045289336124925375,0.04584752280635951,0.04894669453228566,0.6546771788451751,0.7117701885374204,0.0680913809042698,0.019144686371984146,0.018792206218831983,0.00035248015315216354,16
1701,True,False,heldout,27,fd8477017d686038,,0.05327449815943144,0.05263935537272488,0.05327449815943144,0.05687204470864742,0.695832130951111,0.7491357405644992,0.07597373462645625,0.019101689917808827,0.018696095762549665,0.0004055941552591633,16
1701,True,False,heldout,28,86859e6b925cff31,,0.05150533643783764,0.05088889058749874,0.05150533643783764,0.054983563090576074,0.6936731782432952,0.7475387864448519,0.07361459925749722,0.01863103616692114,0.018130444957890124,0.0005005912090310207,16
1701,True,False,heldout,29,31a26dc737947148,,0.053657954803274656,0.05304265158173303,0.053657954803274656,0.0572799013985852,0.6975528810173727,0.7487453899663274,0.07681524640128949,0.019535345002704287,0.01882375174567968,0.0007115932570246077,16
1701,True,False,heldout,30,c62ca4ebee89d45b,,0.0557772649057951,0.05513097946857444,0.0557772649057951,0.05954257865221657,0.7126630142615138,0.7651935604624913,0.07798489575353044,0.018442317101313874,0.018365829188953634,7.648791236024028e-05,16
1701,True,False,heldout,31,8ee606be612a7983,,0.048566083929378986,0.047973678429789966,0.048566083929378986,0.051846244007783863,0.6661180330497011,0.7201996136062923,0.07193906023295837,0.020092816225174517,0.019036355347458237,0.001056460877716279,16
1701,True,False,heldout,32,724fb826c9c45316,,0.04808109056242668,0.04747312330296065,0.04808109056242668,0.05133035528190119,0.6674140150831513,0.7230231714445958,0.07060373762814337,0.019273382346242186,0.019117038548788982,0.00015634379745320653,16
1701,True,False,heldout,33,87aa3daff5ec80b9,,0.04710377777899379,0.04652476752065279,0.04710377777899379,0.0502878587768293,0.6537361420888648,0.7097980607967083,0.07026820065508403,0.01998034187825473,0.018913081639333564,0.0010672602389211689,16
1701,True,False,heldout,34,c04e0503eb753cd2,,0.045752096654799214,0.045206400826445205,0.045752096654799214,0.04884505609263591,0.6417995372670142,0.6980152856849289,0.06910010052541699,0.020255044432781075,0.01957128309203502,0.0006837613407460546,16
1701,True,False,heldout,35,0faff5592a918f4a,,0.057233497772251674,0.05658270617398972,0.057233497772251674,0.06109629396023304,0.6991487041240794,0.749322542557167,0.08162848382552043,0.020532189865287376,0.020357321482616035,0.00017486838267134026,16
1701,True,False,heldout,36,40665c44d21a403b,,0.056337235685013344,0.05567214752513437,0.056337235685013344,0.0601411338528656,0.6833816161171538,0.7336933592027226,0.08206315011826856,0.02192201626540296,0.021347385710270027,0.0005746305551329306,16
1701,True,False,heldout,37,8b3f2dd35c47cfb5,,0.0439540898236192,0.0434042632036812,0.0439540898236192,0.04692398192714118,0.6187999180944934,0.6726245860329503,0.06927242309711559,0.0223484411699744,0.019926100793610055,0.002422340376364348,16
1701,True,False,heldout,38,519fd8a75b80e76e,,0.0445515076919958,0.0439997229080386,0.0445515076919958,0.04756157924114414,0.6491995829785275,0.7027332805664199,0.06761102637934471,0.020049447138200564,0.019564148079865756,0.00048529905833480597,16
1701,True,False,heldout,39,f78dad8a495196fc,,0.04820150953123084,0.0476058137716334,0.04820150953123084,0.05145787229761262,0.6734577611509236,0.7277073461772041,0.07059952410702645,0.01914165180941384,0.018469046391048648,0.0006726054183651951,16
