seed,policy,queries_used,selected_candidate_index,selected_candidate_id,compensation_0,compensation_1,compensation_2,compensation_3,compensation_4,compensation_5,compensation_6,compensation_7,train_robust_score,train_usable_success_q10,train_usable_success_q25,train_usable_success_mean,train_conditional_truth_fidelity_q10,train_conditional_truth_fidelity_mean,train_herald_probability_mean,train_false_herald_probability_mean,train_leakage_probability_mean,train_logical_error_probability_mean,heldout_robust_score,heldout_usable_success_q10,heldout_usable_success_q25,heldout_usable_success_mean,heldout_conditional_truth_fidelity_q10,heldout_conditional_truth_fidelity_mean,heldout_herald_probability_mean,heldout_false_herald_probability_mean,heldout_leakage_probability_mean,heldout_logical_error_probability_mean,config_hash,protocol_hash,heldout_oracle_candidate_index,heldout_oracle_candidate_id,heldout_oracle_usable_success_q25,heldout_regret_q25
1701,catalog,1,0,772678da0f939586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06695278072811942,0.06654926417321015,0.06695278072811942,0.06789768695615403,0.9023927528759483,0.9206333287229236,0.07375678217348654,0.005859095217332511,0.0058237469011903145,3.5348316142195906e-05,0.05202232499692778,0.05140069280861548,0.05202232499692778,0.055535426135758674,0.7032103117535278,0.7576607136167859,0.07340859201051758,0.017873165874758908,0.017844248607709945,2.8917267048963503e-05,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,98,3671b814d016d916,0.05910396552857808,0.0070816405316503
1701,random,32,98,3671b814d016d916,-0.11821829112770299,0.005759047132855217,-0.08216433026211624,-0.012185989332207407,0.17319303795125418,-0.08739131140622278,-0.10652240583625713,-0.11309860073732414,0.07606358666036811,0.07559937105664366,0.07606358666036811,0.0771404804262274,0.8764534125912066,0.8921499235974559,0.08638009493486916,0.00923961450864176,0.008658240077562305,0.0005813744310794564,0.05910396552857808,0.05843587308881531,0.05910396552857808,0.06309261705321895,0.7072021963974631,0.7570653875290947,0.08340303900894945,0.020310421955730507,0.019834945201265226,0.0004754767544652806,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,98,3671b814d016d916,0.05910396552857808,0.0
1701,greedy,32,98,3671b814d016d916,-0.11821829112770299,0.005759047132855217,-0.08216433026211624,-0.012185989332207407,0.17319303795125418,-0.08739131140622278,-0.10652240583625713,-0.11309860073732414,0.07606358666036811,0.07559937105664366,0.07606358666036811,0.0771404804262274,0.8764534125912066,0.8921499235974559,0.08638009493486916,0.00923961450864176,0.008658240077562305,0.0005813744310794564,0.05910396552857808,0.05843587308881531,0.05910396552857808,0.06309261705321895,0.7072021963974631,0.7570653875290947,0.08340303900894945,0.020310421955730507,0.019834945201265226,0.0004754767544652806,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,98,3671b814d016d916,0.05910396552857808,0.0
1701,bads,32,98,3671b814d016d916,-0.11821829112770299,0.005759047132855217,-0.08216433026211624,-0.012185989332207407,0.17319303795125418,-0.08739131140622278,-0.10652240583625713,-0.11309860073732414,0.07606358666036811,0.07559937105664366,0.07606358666036811,0.0771404804262274,0.8764534125912066,0.8921499235974559,0.08638009493486916,0.00923961450864176,0.008658240077562305,0.0005813744310794564,0.05910396552857808,0.05843587308881531,0.05910396552857808,0.06309261705321895,0.7072021963974631,0.7570653875290947,0.08340303900894945,0.020310421955730507,0.019834945201265226,0.0004754767544652806,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,98,3671b814d016d916,0.05910396552857808,0.0
1702,catalog,1,0,772678da0f939586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06697040022823482,0.06626492739165002,0.06697040022823482,0.06775004980001151,0.9068490379203071,0.9270052980403403,0.07311535078044495,0.00536530098043345,0.005238872749679177,0.0001264282307542725,0.05160529953703147,0.050420449032607034,0.05160529953703147,0.0539259947530224,0.6997171115573873,0.7447955849723644,0.07267902675177337,0.018753031998750985,0.01865251493974851,0.00010051705900246866,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,69,0d5cb1591d67a132,0.05892213813881739,0.007316838601785919
1702,random,32,42,5a130c39eb198917,0.11491091060472235,0.11575986613157387,-0.06783931417824181,-0.06670638444168843,0.169220877859305,0.07737785157263669,-0.2693682954198428,0.05342089251063857,0.0754997063137065,0.07470009034315107,0.0754997063137065,0.07635949085531774,0.8921398440631,0.909704188980905,0.08374433816204735,0.007384847306729621,0.006509088409590671,0.0008757588971389494,0.058239680737244025,0.056807137656566725,0.058239680737244025,0.06075344531895596,0.716140556619012,0.7558545229375634,0.08057604559635587,0.019822600277399908,0.019124559885442663,0.0006980403919572454,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,69,0d5cb1591d67a132,0.05892213813881739,0.0006824574015733623
1702,greedy,32,69,0d5cb1591d67a132,0.10991799345830824,-0.02372899576929899,-0.0067111620284484984,0.025848362582890583,0.16913236173143767,-0.07388636367440538,-0.1916939566054592,-0.29242141522072346,0.07640696806040978,0.07559720933973291,0.07640696806040978,0.07727817739107014,0.9006521070132489,0.9184114224729347,0.08406269765993513,0.006784520268865,0.005793758381280167,0.000990761887584833,0.05892213813881739,0.0574967383488777,0.05892213813881739,0.06148915233604298,0.721041171058596,0.7615342153340705,0.08089768214937135,0.019408529813328378,0.018619224985965126,0.0007893048273632553,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,69,0d5cb1591d67a132,0.05892213813881739,0.0
1702,bads,32,69,0d5cb1591d67a132,0.10991799345830824,-0.02372899576929899,-0.0067111620284484984,0.025848362582890583,0.16913236173143767,-0.07388636367440538,-0.1916939566054592,-0.29242141522072346,0.07640696806040978,0.07559720933973291,0.07640696806040978,0.07727817739107014,0.9006521070132489,0.9184114224729347,0.08406269765993513,0.006784520268865,0.005793758381280167,0.000990761887584833,0.05892213813881739,0.0574967383488777,0.05892213813881739,0.06148915233604298,0.721041171058596,0.7615342153340705,0.08089768214937135,0.019408529813328378,0.018619224985965126,0.0007893048273632553,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,69,0d5cb1591d67a132,0.05892213813881739,0.0
1703,catalog,1,0,772678da0f939586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07134946368132324,0.07119083493213015,0.07134946368132324,0.07195797074090673,0.9082449541093568,0.9173969195988732,0.07845668015376131,0.006498709412854578,0.006332783400152505,0.00016592601270207273,0.056194105650650104,0.05492118322171051,0.056194105650650104,0.05869229116065376,0.7218902293892931,0.7653331822169189,0.07692821917956207,0.018235928018908297,0.018100064972821628,0.00013586304608667295,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,56,0a644d2d70be8135,0.06214138369733167,0.005947278046681569
1703,random,32,56,0a644d2d70be8135,0.0041290051340478985,-0.13372581042347256,0.07799427170792896,0.008170995915075014,0.16285214563652597,0.027334824346288682,0.09859439243304595,-0.2262918789294947,0.07887415017891825,0.07869150452981619,0.07887415017891825,0.07954109334365225,0.8782113148701536,0.8863546277863457,0.09004132738111653,0.010500234037464286,0.009341649742959299,0.0011585842945049858,0.06214138369733167,0.06063877137795015,0.06214138369733167,0.06484945215399612,0.7191779917144085,0.757445696659029,0.0860305020665573,0.021181049912561183,0.020233132197994698,0.0009479177145664842,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,56,0a644d2d70be8135,0.06214138369733167,0.0
1703,greedy,32,67,368fa774234f33b3,0.06043569830887932,-0.03600653201340888,0.02394059001428503,-0.0832707722396676,0.12802565980164665,-0.13828103299604252,0.05079417755069397,0.2878837896317589,0.07783559733102247,0.07765703637350094,0.07783559733102247,0.07849468103564755,0.8929617411884555,0.9013486719776951,0.08714484857771021,0.00865016754206267,0.007890485530435053,0.0007596820116276175,0.06132052761507905,0.059842415924364165,0.06132052761507905,0.06399765647830157,0.7278925324652882,0.7674382939047159,0.08364195487635168,0.019644298398050115,0.019021092233491382,0.0006232061645587296,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,56,0a644d2d70be8135,0.06214138369733167,0.0008208560822526231
1703,bads,32,56,0a644d2d70be8135,0.0041290051340478985,-0.13372581042347256,0.07799427170792896,0.008170995915075014,0.16285214563652597,0.027334824346288682,0.09859439243304595,-0.2262918789294947,0.07887415017891825,0.07869150452981619,0.07887415017891825,0.07954109334365225,0.8782113148701536,0.8863546277863457,0.09004132738111653,0.010500234037464286,0.009341649742959299,0.0011585842945049858,0.06214138369733167,0.06063877137795015,0.06214138369733167,0.06484945215399612,0.7191779917144085,0.757445696659029,0.0860305020665573,0.021181049912561183,0.020233132197994698,0.0009479177145664842,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,56,0a644d2d70be8135,0.06214138369733167,0.0
1704,catalog,1,0,772678da0f939586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06764755903258088,0.06749174307600887,0.06764755903258088,0.06899817648803529,0.9087166865303049,0.9288370255881238,0.07426725470248038,0.005269078214445104,0.005179312820072031,8.976539437307272e-05,0.05307001954669718,0.04972704786282846,0.05307001954669718,0.05417904370931151,0.6789006558322551,0.7359953135575891,0.07367379216726612,0.019494748457954625,0.01942420571805316,7.054273990146501e-05,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,72,3b02e4f0f245ffea,0.06038537441782066,0.007315354871123482
1704,random,32,56,3dda114ff12bbb68,0.13434244895420824,0.08865047317098954,-0.060385494017200975,-0.07037919934214953,0.1254170164128495,-0.002858426520485948,0.2812852965711424,-0.28086274784783083,0.07444346762832481,0.07430972919067874,0.07444346762832481,0.07597813395738273,0.9036456787404811,0.921575380745854,0.082491566699941,0.006513432742558258,0.005621313311343331,0.0008921194312149273,0.05846623362956824,0.054718900779772775,0.05846623362956824,0.0596288080981785,0.6985843177101843,0.7513657033270703,0.07970737486732515,0.020078566769146655,0.019379110316695508,0.0006994564524511456,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,72,3b02e4f0f245ffea,0.06038537441782066,0.0019191407882524214
1704,greedy,32,72,3b02e4f0f245ffea,-0.14154275806852695,0.0986522077431841,0.003297033860842067,-0.07190645976524021,0.17968903682322507,-0.1539971319937892,0.19667906262743828,-0.1760959697461283,0.07688202407342616,0.07675818831644791,0.07688202407342616,0.07848545865371606,0.8999775571403243,0.9174867792985199,0.0854731190727118,0.006987660418995717,0.005465189326874389,0.0015224710921213284,0.06038537441782066,0.05651798657833936,0.06038537441782066,0.06158031398474316,0.7055167823515773,0.7561120742265011,0.08170553863937736,0.020125224654634205,0.01892854674975464,0.001196677904879562,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,72,3b02e4f0f245ffea,0.06038537441782066,0.0
1704,bads,32,72,3b02e4f0f245ffea,-0.14154275806852695,0.0986522077431841,0.003297033860842067,-0.07190645976524021,0.17968903682322507,-0.1539971319937892,0.19667906262743828,-0.1760959697461283,0.07688202407342616,0.07675818831644791,0.07688202407342616,0.07848545865371606,0.8999775571403243,0.9174867792985199,0.0854731190727118,0.006987660418995717,0.005465189326874389,0.0015224710921213284,0.06038537441782066,0.05651798657833936,0.06038537441782066,0.06158031398474316,0.7055167823515773,0.7561120742265011,0.08170553863937736,0.020125224654634205,0.01892854674975464,0.001196677904879562,7cdec90c727e7065f69adf12fd28b4c667a66063d2ba540985d5bea941cc60ca,e1240e0f9ec37bb6425f3b0d23d575abe11558053c58e00dadc9f3e94dd82ac1,72,3b02e4f0f245ffea,0.06038537441782066,0.0
